Junction,hour,day,month,dayofweek,cars_count,Traffic,is_weekend,rush_hour,is_holiday
1,12,7,11,5,14,0,0,1,0
1,13,7,11,5,14,0,0,0,0
1,14,7,11,5,14,0,0,1,0
1,15,7,11,5,11,0,0,0,0
1,16,7,11,5,15,0,0,1,0
1,17,7,11,5,13,0,0,1,0
1,18,7,11,5,12,0,0,0,0
1,19,7,11,5,17,0,0,0,0
1,20,7,11,5,18,0,0,0,0
1,21,7,11,5,17,0,0,0,0
1,22,7,11,5,16,0,0,0,0
1,23,7,11,5,15,0,0,0,0
1,0,8,11,6,13,0,0,0,0
1,1,8,11,6,16,0,0,0,0
1,2,8,11,6,11,0,0,0,0
1,3,8,11,6,8,0,0,0,0
1,4,8,11,6,10,0,0,0,0
1,5,8,11,6,10,0,0,0,0
1,6,8,11,6,10,0,0,0,0
1,7,8,11,6,9,0,0,0,0
1,8,8,11,6,11,0,0,0,0
1,9,8,11,6,12,0,0,0,0
1,10,8,11,6,18,0,0,1,0
1,11,8,11,6,14,0,0,0,0
1,12,8,11,6,17,0,0,1,0
1,13,8,11,6,14,0,0,0,0
1,14,8,11,6,14,0,0,1,0
1,15,8,11,6,14,0,0,0,0
1,16,8,11,6,12,0,0,1,0
1,17,8,11,6,14,0,0,1,0
1,18,8,11,6,18,0,0,0,0
1,19,8,11,6,13,0,0,0,0
1,20,8,11,6,16,0,0,0,0
1,21,8,11,6,18,0,0,0,0
1,22,8,11,6,14,0,0,0,0
1,23,8,11,6,14,0,0,0,0
1,0,9,11,0,13,0,0,0,0
1,1,9,11,0,15,0,0,0,0
1,2,9,11,0,11,0,0,0,0
1,3,9,11,0,10,0,0,0,0
1,4,9,11,0,9,0,0,0,0
1,5,9,11,0,8,0,0,0,0
1,6,9,11,0,8,0,0,0,0
1,7,9,11,0,10,0,0,0,0
1,8,9,11,0,11,0,0,0,0
1,9,9,11,0,17,0,0,0,0
1,10,9,11,0,19,0,0,1,0
1,11,9,11,0,22,1,0,0,0
1,12,9,11,0,23,1,0,1,0
1,13,9,11,0,23,1,0,0,0
1,14,9,11,0,24,1,0,1,0
1,15,9,11,0,24,1,0,0,0
1,16,9,11,0,19,0,0,1,0
1,17,9,11,0,19,0,0,1,0
1,18,9,11,0,20,0,0,0,0
1,19,9,11,0,31,1,0,0,0
1,20,9,11,0,25,1,0,0,0
1,21,9,11,0,35,1,0,0,0
1,22,9,11,0,21,1,0,0,0
1,23,9,11,0,24,1,0,0,0
1,0,10,11,1,19,0,0,0,0
1,1,10,11,1,19,0,0,0,0
1,2,10,11,1,18,0,0,0,0
1,3,10,11,1,17,0,0,0,0
1,4,10,11,1,12,0,0,0,0
1,5,10,11,1,10,0,0,0,0
1,6,10,11,1,14,0,0,0,0
1,7,10,11,1,15,0,0,0,0
1,8,10,11,1,14,0,0,0,0
1,9,10,11,1,34,1,0,0,0
1,10,10,11,1,40,1,0,1,0
1,11,10,11,1,38,1,0,0,0
1,12,10,11,1,36,1,0,1,0
1,13,10,11,1,27,1,0,0,0
1,14,10,11,1,48,1,0,1,0
1,15,10,11,1,43,1,0,0,0
1,16,10,11,1,41,1,0,1,0
1,17,10,11,1,35,1,0,1,0
1,18,10,11,1,40,1,0,0,0
1,19,10,11,1,40,1,0,0,0
1,20,10,11,1,40,1,0,0,0
1,21,10,11,1,36,1,0,0,0
1,22,10,11,1,37,1,0,0,0
1,23,10,11,1,35,1,0,0,0
1,0,11,11,2,28,1,0,0,1
1,1,11,11,2,25,1,0,0,1
1,2,11,11,2,19,0,0,0,1
1,3,11,11,2,21,1,0,0,1
1,4,11,11,2,20,0,0,0,1
1,5,11,11,2,15,0,0,0,1
1,6,11,11,2,17,0,0,0,1
1,7,11,11,2,14,0,0,0,1
1,8,11,11,2,19,0,0,0,1
1,9,11,11,2,22,1,0,0,1
1,10,11,11,2,30,1,0,1,1
1,11,11,11,2,26,1,0,0,1
1,12,11,11,2,26,1,0,1,1
1,13,11,11,2,23,1,0,0,1
1,14,11,11,2,23,1,0,1,1
1,15,11,11,2,24,1,0,0,1
1,16,11,11,2,22,1,0,1,1
1,17,11,11,2,24,1,0,1,1
1,18,11,11,2,26,1,0,0,1
1,19,11,11,2,27,1,0,0,1
1,20,11,11,2,22,1,0,0,1
1,21,11,11,2,23,1,0,0,1
1,22,11,11,2,22,1,0,0,1
1,23,11,11,2,22,1,0,0,1
1,0,12,11,3,22,1,0,0,0
1,1,12,11,3,17,0,0,0,0
1,2,12,11,3,15,0,0,0,0
1,3,12,11,3,12,0,0,0,0
1,4,12,11,3,13,0,0,0,0
1,5,12,11,3,9,0,0,0,0
1,6,12,11,3,14,0,0,0,0
1,7,12,11,3,13,0,0,0,0
1,8,12,11,3,15,0,0,0,0
1,9,12,11,3,27,1,0,0,0
1,10,12,11,3,39,1,0,1,0
1,11,12,11,3,40,1,0,0,0
1,12,12,11,3,36,1,0,1,0
1,13,12,11,3,34,1,0,0,0
1,14,12,11,3,33,1,0,1,0
1,15,12,11,3,28,1,0,0,0
1,16,12,11,3,30,1,0,1,0
1,17,12,11,3,26,1,0,1,0
1,18,12,11,3,30,1,0,0,0
1,19,12,11,3,35,1,0,0,0
1,20,12,11,3,38,1,0,0,0
1,21,12,11,3,34,1,0,0,0
1,22,12,11,3,30,1,0,0,0
1,23,12,11,3,27,1,0,0,0
1,0,13,11,4,24,1,0,0,0
1,1,13,11,4,21,1,0,0,0
1,2,13,11,4,16,0,0,0,0
1,3,13,11,4,16,0,0,0,0
1,4,13,11,4,13,0,0,0,0
1,5,13,11,4,11,0,0,0,0
1,6,13,11,4,13,0,0,0,0
1,7,13,11,4,15,0,0,0,0
1,8,13,11,4,17,0,0,0,0
1,9,13,11,4,18,0,0,0,0
1,10,13,11,4,24,1,0,1,0
1,11,13,11,4,41,1,0,0,0
1,12,13,11,4,29,1,0,1,0
1,13,13,11,4,25,1,0,0,0
1,14,13,11,4,25,1,0,1,0
1,15,13,11,4,26,1,0,0,0
1,16,13,11,4,25,1,0,1,0
1,17,13,11,4,24,1,0,1,0
1,18,13,11,4,26,1,0,0,0
1,19,13,11,4,24,1,0,0,0
1,20,13,11,4,28,1,0,0,0
1,21,13,11,4,22,1,0,0,0
1,22,13,11,4,23,1,0,0,0
1,23,13,11,4,18,0,0,0,0
1,0,14,11,5,21,1,0,0,0
1,1,14,11,5,20,0,0,0,0
1,2,14,11,5,15,0,0,0,0
1,3,14,11,5,13,0,0,0,0
1,4,14,11,5,10,0,0,0,0
1,5,14,11,5,10,0,0,0,0
1,6,14,11,5,12,0,0,0,0
1,7,14,11,5,9,0,0,0,0
1,8,14,11,5,11,0,0,0,0
1,9,14,11,5,15,0,0,0,0
1,10,14,11,5,16,0,0,1,0
1,11,14,11,5,16,0,0,0,0
1,12,14,11,5,12,0,0,1,0
1,13,14,11,5,11,0,0,0,0
1,14,14,11,5,14,0,0,1,0
1,15,14,11,5,16,0,0,0,0
1,16,14,11,5,18,0,0,1,0
1,17,14,11,5,13,0,0,1,0
1,18,14,11,5,17,0,0,0,0
1,19,14,11,5,15,0,0,0,0
1,20,14,11,5,19,0,0,0,0
1,21,14,11,5,15,0,0,0,0
1,22,14,11,5,19,0,0,0,0
1,23,14,11,5,15,0,0,0,0
1,0,15,11,6,15,0,0,0,0
1,1,15,11,6,13,0,0,0,0
1,2,15,11,6,14,0,0,0,0
1,3,15,11,6,10,0,0,0,0
1,4,15,11,6,8,0,0,0,0
1,5,15,11,6,9,0,0,0,0
1,6,15,11,6,9,0,0,0,0
1,7,15,11,6,9,0,0,0,0
1,8,15,11,6,9,0,0,0,0
1,9,15,11,6,16,0,0,0,0
1,10,15,11,6,18,0,0,1,0
1,11,15,11,6,18,0,0,0,0
1,12,15,11,6,17,0,0,1,0
1,13,15,11,6,18,0,0,0,0
1,14,15,11,6,14,0,0,1,0
1,15,15,11,6,15,0,0,0,0
1,16,15,11,6,13,0,0,1,0
1,17,15,11,6,15,0,0,1,0
1,18,15,11,6,19,0,0,0,0
1,19,15,11,6,18,0,0,0,0
1,20,15,11,6,21,1,0,0,0
1,21,15,11,6,17,0,0,0,0
1,22,15,11,6,17,0,0,0,0
1,23,15,11,6,15,0,0,0,0
1,0,16,11,0,17,0,0,0,0
1,1,16,11,0,14,0,0,0,0
1,2,16,11,0,13,0,0,0,0
1,3,16,11,0,15,0,0,0,0
1,4,16,11,0,12,0,0,0,0
1,5,16,11,0,12,0,0,0,0
1,6,16,11,0,13,0,0,0,0
1,7,16,11,0,14,0,0,0,0
1,8,16,11,0,13,0,0,0,0
1,9,16,11,0,16,0,0,0,0
1,10,16,11,0,26,1,0,1,0
1,11,16,11,0,21,1,0,0,0
1,12,16,11,0,26,1,0,1,0
1,13,16,11,0,24,1,0,0,0
1,14,16,11,0,26,1,0,1,0
1,15,16,11,0,22,1,0,0,0
1,16,16,11,0,24,1,0,1,0
1,17,16,11,0,26,1,0,1,0
1,18,16,11,0,23,1,0,0,0
1,19,16,11,0,29,1,0,0,0
1,20,16,11,0,31,1,0,0,0
1,21,16,11,0,27,1,0,0,0
1,22,16,11,0,27,1,0,0,0
1,23,16,11,0,26,1,0,0,0
1,0,17,11,1,23,1,0,0,0
1,1,17,11,1,21,1,0,0,0
1,2,17,11,1,19,0,0,0,0
1,3,17,11,1,16,0,0,0,0
1,4,17,11,1,11,0,0,0,0
1,5,17,11,1,11,0,0,0,0
1,6,17,11,1,15,0,0,0,0
1,7,17,11,1,12,0,0,0,0
1,8,17,11,1,12,0,0,0,0
1,9,17,11,1,18,0,0,0,0
1,10,17,11,1,31,1,0,1,0
1,11,17,11,1,42,1,0,0,0
1,12,17,11,1,37,1,0,1,0
1,13,17,11,1,30,1,0,0,0
1,14,17,11,1,33,1,0,1,0
1,15,17,11,1,28,1,0,0,0
1,16,17,11,1,29,1,0,1,0
1,17,17,11,1,28,1,0,1,0
1,18,17,11,1,28,1,0,0,0
1,19,17,11,1,31,1,0,0,0
1,20,17,11,1,28,1,0,0,0
1,21,17,11,1,26,1,0,0,0
1,22,17,11,1,26,1,0,0,0
1,23,17,11,1,27,1,0,0,0
1,0,18,11,2,24,1,0,0,0
1,1,18,11,2,23,1,0,0,0
1,2,18,11,2,20,0,0,0,0
1,3,18,11,2,19,0,0,0,0
1,4,18,11,2,20,0,0,0,0
1,5,18,11,2,16,0,0,0,0
1,6,18,11,2,19,0,0,0,0
1,7,18,11,2,16,0,0,0,0
1,8,18,11,2,17,0,0,0,0
1,9,18,11,2,19,0,0,0,0
1,10,18,11,2,30,1,0,1,0
1,11,18,11,2,44,1,0,0,0
1,12,18,11,2,35,1,0,1,0
1,13,18,11,2,34,1,0,0,0
1,14,18,11,2,31,1,0,1,0
1,15,18,11,2,31,1,0,0,0
1,16,18,11,2,28,1,0,1,0
1,17,18,11,2,34,1,0,1,0
1,18,18,11,2,37,1,0,0,0
1,19,18,11,2,37,1,0,0,0
1,20,18,11,2,34,1,0,0,0
1,21,18,11,2,31,1,0,0,0
1,22,18,11,2,29,1,0,0,0
1,23,18,11,2,28,1,0,0,0
1,0,19,11,3,32,1,0,0,0
1,1,19,11,3,23,1,0,0,0
1,2,19,11,3,20,0,0,0,0
1,3,19,11,3,16,0,0,0,0
1,4,19,11,3,18,0,0,0,0
1,5,19,11,3,17,0,0,0,0
1,6,19,11,3,16,0,0,0,0
1,7,19,11,3,17,0,0,0,0
1,8,19,11,3,18,0,0,0,0
1,9,19,11,3,25,1,0,0,0
1,10,19,11,3,31,1,0,1,0
1,11,19,11,3,32,1,0,0,0
1,12,19,11,3,31,1,0,1,0
1,13,19,11,3,29,1,0,0,0
1,14,19,11,3,31,1,0,1,0
1,15,19,11,3,31,1,0,0,0
1,16,19,11,3,30,1,0,1,0
1,17,19,11,3,28,1,0,1,0
1,18,19,11,3,29,1,0,0,0
1,19,19,11,3,36,1,0,0,0
1,20,19,11,3,29,1,0,0,0
1,21,19,11,3,28,1,0,0,0
1,22,19,11,3,30,1,0,0,0
1,23,19,11,3,29,1,0,0,0
1,0,20,11,4,24,1,0,0,0
1,1,20,11,4,20,0,0,0,0
1,2,20,11,4,15,0,0,0,0
1,3,20,11,4,14,0,0,0,0
1,4,20,11,4,13,0,0,0,0
1,5,20,11,4,8,0,0,0,0
1,6,20,11,4,12,0,0,0,0
1,7,20,11,4,14,0,0,0,0
1,8,20,11,4,15,0,0,0,0
1,9,20,11,4,20,0,0,0,0
1,10,20,11,4,26,1,0,1,0
1,11,20,11,4,26,1,0,0,0
1,12,20,11,4,26,1,0,1,0
1,13,20,11,4,21,1,0,0,0
1,14,20,11,4,26,1,0,1,0
1,15,20,11,4,29,1,0,0,0
1,16,20,11,4,20,0,0,1,0
1,17,20,11,4,22,1,0,1,0
1,18,20,11,4,25,1,0,0,0
1,19,20,11,4,27,1,0,0,0
1,20,20,11,4,26,1,0,0,0
1,21,20,11,4,24,1,0,0,0
1,22,20,11,4,25,1,0,0,0
1,23,20,11,4,21,1,0,0,0
1,0,21,11,5,17,0,0,0,0
1,1,21,11,5,16,0,0,0,0
1,2,21,11,5,15,0,0,0,0
1,3,21,11,5,15,0,0,0,0
1,4,21,11,5,15,0,0,0,0
1,5,21,11,5,8,0,0,0,0
1,6,21,11,5,12,0,0,0,0
1,7,21,11,5,13,0,0,0,0
1,8,21,11,5,12,0,0,0,0
1,9,21,11,5,16,0,0,0,0
1,10,21,11,5,18,0,0,1,0
1,11,21,11,5,17,0,0,0,0
1,12,21,11,5,18,0,0,1,0
1,13,21,11,5,15,0,0,0,0
1,14,21,11,5,21,1,0,1,0
1,15,21,11,5,18,0,0,0,0
1,16,21,11,5,17,0,0,1,0
1,17,21,11,5,17,0,0,1,0
1,18,21,11,5,19,0,0,0,0
1,19,21,11,5,22,1,0,0,0
1,20,21,11,5,18,0,0,0,0
1,21,21,11,5,17,0,0,0,0
1,22,21,11,5,22,1,0,0,0
1,23,21,11,5,17,0,0,0,0
1,0,22,11,6,15,0,0,0,0
1,1,22,11,6,15,0,0,0,0
1,2,22,11,6,11,0,0,0,0
1,3,22,11,6,12,0,0,0,0
1,4,22,11,6,11,0,0,0,0
1,5,22,11,6,8,0,0,0,0
1,6,22,11,6,11,0,0,0,0
1,7,22,11,6,9,0,0,0,0
1,8,22,11,6,8,0,0,0,0
1,9,22,11,6,15,0,0,0,0
1,10,22,11,6,18,0,0,1,0
1,11,22,11,6,18,0,0,0,0
1,12,22,11,6,20,0,0,1,0
1,13,22,11,6,20,0,0,0,0
1,14,22,11,6,20,0,0,1,0
1,15,22,11,6,15,0,0,0,0
1,16,22,11,6,16,0,0,1,0
1,17,22,11,6,16,0,0,1,0
1,18,22,11,6,21,1,0,0,0
1,19,22,11,6,27,1,0,0,0
1,20,22,11,6,26,1,0,0,0
1,21,22,11,6,24,1,0,0,0
1,22,22,11,6,20,0,0,0,0
1,23,22,11,6,20,0,0,0,0
1,0,23,11,0,21,1,0,0,0
1,1,23,11,0,14,0,0,0,0
1,2,23,11,0,16,0,0,0,0
1,3,23,11,0,14,0,0,0,0
1,4,23,11,0,11,0,0,0,0
1,5,23,11,0,11,0,0,0,0
1,6,23,11,0,9,0,0,0,0
1,7,23,11,0,12,0,0,0,0
1,8,23,11,0,16,0,0,0,0
1,9,23,11,0,26,1,0,0,0
1,10,23,11,0,33,1,0,1,0
1,11,23,11,0,35,1,0,0,0
1,12,23,11,0,33,1,0,1,0
1,13,23,11,0,32,1,0,0,0
1,14,23,11,0,28,1,0,1,0
1,15,23,11,0,33,1,0,0,0
1,16,23,11,0,27,1,0,1,0
1,17,23,11,0,24,1,0,1,0
1,18,23,11,0,27,1,0,0,0
1,19,23,11,0,29,1,0,0,0
1,20,23,11,0,26,1,0,0,0
1,21,23,11,0,27,1,0,0,0
1,22,23,11,0,28,1,0,0,0
1,23,23,11,0,26,1,0,0,0
1,0,24,11,1,23,1,0,0,0
1,1,24,11,1,19,0,0,0,0
1,2,24,11,1,18,0,0,0,0
1,3,24,11,1,13,0,0,0,0
1,4,24,11,1,12,0,0,0,0
1,5,24,11,1,13,0,0,0,0
1,6,24,11,1,16,0,0,0,0
1,7,24,11,1,17,0,0,0,0
1,8,24,11,1,23,1,0,0,0
1,9,24,11,1,26,1,0,0,0
1,10,24,11,1,29,1,0,1,0
1,11,24,11,1,28,1,0,0,0
1,12,24,11,1,31,1,0,1,0
1,13,24,11,1,23,1,0,0,0
1,14,24,11,1,28,1,0,1,0
1,15,24,11,1,25,1,0,0,0
1,16,24,11,1,24,1,0,1,0
1,17,24,11,1,27,1,0,1,0
1,18,24,11,1,28,1,0,0,0
1,19,24,11,1,24,1,0,0,0
1,20,24,11,1,29,1,0,0,0
1,21,24,11,1,26,1,0,0,0
1,22,24,11,1,25,1,0,0,0
1,23,24,11,1,23,1,0,0,0
1,0,25,11,2,21,1,0,0,0
1,1,25,11,2,16,0,0,0,0
1,2,25,11,2,16,0,0,0,0
1,3,25,11,2,15,0,0,0,0
1,4,25,11,2,11,0,0,0,0
1,5,25,11,2,9,0,0,0,0
1,6,25,11,2,10,0,0,0,0
1,7,25,11,2,14,0,0,0,0
1,8,25,11,2,17,0,0,0,0
1,9,25,11,2,21,1,0,0,0
1,10,25,11,2,28,1,0,1,0
1,11,25,11,2,30,1,0,0,0
1,12,25,11,2,29,1,0,1,0
1,13,25,11,2,26,1,0,0,0
1,14,25,11,2,26,1,0,1,0
1,15,25,11,2,27,1,0,0,0
1,16,25,11,2,26,1,0,1,0
1,17,25,11,2,23,1,0,1,0
1,18,25,11,2,28,1,0,0,0
1,19,25,11,2,31,1,0,0,0
1,20,25,11,2,26,1,0,0,0
1,21,25,11,2,24,1,0,0,0
1,22,25,11,2,24,1,0,0,0
1,23,25,11,2,21,1,0,0,0
1,0,26,11,3,22,1,0,0,0
1,1,26,11,3,16,0,0,0,0
1,2,26,11,3,13,0,0,0,0
1,3,26,11,3,11,0,0,0,0
1,4,26,11,3,13,0,0,0,0
1,5,26,11,3,12,0,0,0,0
1,6,26,11,3,11,0,0,0,0
1,7,26,11,3,13,0,0,0,0
1,8,26,11,3,11,0,0,0,0
1,9,26,11,3,21,1,0,0,0
1,10,26,11,3,32,1,0,1,0
1,11,26,11,3,33,1,0,0,0
1,12,26,11,3,26,1,0,1,0
1,13,26,11,3,25,1,0,0,0
1,14,26,11,3,30,1,0,1,0
1,15,26,11,3,30,1,0,0,0
1,16,26,11,3,28,1,0,1,0
1,17,26,11,3,25,1,0,1,0
1,18,26,11,3,24,1,0,0,0
1,19,26,11,3,29,1,0,0,0
1,20,26,11,3,31,1,0,0,0
1,21,26,11,3,26,1,0,0,0
1,22,26,11,3,28,1,0,0,0
1,23,26,11,3,21,1,0,0,0
1,0,27,11,4,20,0,0,0,0
1,1,27,11,4,19,0,0,0,0
1,2,27,11,4,14,0,0,0,0
1,3,27,11,4,11,0,0,0,0
1,4,27,11,4,9,0,0,0,0
1,5,27,11,4,11,0,0,0,0
1,6,27,11,4,10,0,0,0,0
1,7,27,11,4,9,0,0,0,0
1,8,27,11,4,16,0,0,0,0
1,9,27,11,4,21,1,0,0,0
1,10,27,11,4,33,1,0,1,0
1,11,27,11,4,29,1,0,0,0
1,12,27,11,4,28,1,0,1,0
1,13,27,11,4,26,1,0,0,0
1,14,27,11,4,27,1,0,1,0
1,15,27,11,4,29,1,0,0,0
1,16,27,11,4,26,1,0,1,0
1,17,27,11,4,27,1,0,1,0
1,18,27,11,4,27,1,0,0,0
1,19,27,11,4,30,1,0,0,0
1,20,27,11,4,24,1,0,0,0
1,21,27,11,4,24,1,0,0,0
1,22,27,11,4,24,1,0,0,0
1,23,27,11,4,23,1,0,0,0
1,0,28,11,5,21,1,0,0,0
1,1,28,11,5,13,0,0,0,0
1,2,28,11,5,16,0,0,0,0
1,3,28,11,5,11,0,0,0,0
1,4,28,11,5,10,0,0,0,0
1,5,28,11,5,8,0,0,0,0
1,6,28,11,5,11,0,0,0,0
1,7,28,11,5,10,0,0,0,0
1,8,28,11,5,16,0,0,0,0
1,9,28,11,5,19,0,0,0,0
1,10,28,11,5,21,1,0,1,0
1,11,28,11,5,25,1,0,0,0
1,12,28,11,5,21,1,0,1,0
1,13,28,11,5,18,0,0,0,0
1,14,28,11,5,18,0,0,1,0
1,15,28,11,5,22,1,0,0,0
1,16,28,11,5,18,0,0,1,0
1,17,28,11,5,16,0,0,1,0
1,18,28,11,5,16,0,0,0,0
1,19,28,11,5,26,1,0,0,0
1,20,28,11,5,28,1,0,0,0
1,21,28,11,5,22,1,0,0,0
1,22,28,11,5,22,1,0,0,0
1,23,28,11,5,21,1,0,0,0
1,0,29,11,6,22,1,0,0,0
1,1,29,11,6,17,0,0,0,0
1,2,29,11,6,13,0,0,0,0
1,3,29,11,6,10,0,0,0,0
1,4,29,11,6,12,0,0,0,0
1,5,29,11,6,12,0,0,0,0
1,6,29,11,6,9,0,0,0,0
1,7,29,11,6,13,0,0,0,0
1,8,29,11,6,14,0,0,0,0
1,9,29,11,6,18,0,0,0,0
1,10,29,11,6,20,0,0,1,0
1,11,29,11,6,21,1,0,0,0
1,12,29,11,6,22,1,0,1,0
1,13,29,11,6,17,0,0,0,0
1,14,29,11,6,20,0,0,1,0
1,15,29,11,6,19,0,0,0,0
1,16,29,11,6,20,0,0,1,0
1,17,29,11,6,20,0,0,1,0
1,18,29,11,6,21,1,0,0,0
1,19,29,11,6,20,0,0,0,0
1,20,29,11,6,22,1,0,0,0
1,21,29,11,6,24,1,0,0,0
1,22,29,11,6,21,1,0,0,0
